ordno ,custno ,name            ,postcode   ,city      ,region ,regionmgr ,mgrnm ,salespers ,salesnm ,orddate    ,deldate    ,paydate    ,quantity ,prodno ,proddescr                     ,catdescr       ,price ,linetotal
 1084 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2020-06-27 ,2020-07-04 ,2020-07-14 ,      19 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   218.5
 1085 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-06-27 ,2020-07-02 ,2020-07-06 ,      19 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   142.5
 1086 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-07-01 ,2020-07-04 ,2020-07-16 ,       6 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   119.7
 1087 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-07-04 ,2020-07-10 ,2020-08-01 ,      21 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   241.5
 1088 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2020-07-06 ,2020-07-09 ,2020-07-15 ,      12 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   195
 1089 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-07-12 ,2020-07-15 ,2020-07-20 ,      11 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   178.75
 1090 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-07-12 ,2020-07-15 ,2020-08-12 ,      22 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   313.5
 1091 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-07-14 ,2020-07-17 ,2020-08-12 ,       7 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   139.65
 1092 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2020-07-21 ,2020-07-26 ,2020-08-06 ,       7 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   147
 1093 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2020-07-23 ,2020-07-30 ,2020-08-23 ,      15 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,  1254
 1094 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-07-26 ,2020-07-27 ,2020-08-02 ,      21 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   187.95
 1095 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-07-26 ,2020-07-30 ,2020-08-04 ,       5 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    81.25
 1096 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-07-26 ,2020-07-30 ,2020-08-23 ,      24 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   276
 1097 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-08-01 ,2020-08-04 ,2020-08-31 ,      12 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   252
 1098 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2020-08-03 ,2020-08-10 ,2020-08-25 ,      19 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   218.5
 1099 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-08-04 ,2020-08-10 ,2020-08-31 ,      23 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   543.95
 1099 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-08-04 ,2020-08-10 ,2020-08-31 ,       9 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    67.5
 1099 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-08-04 ,2020-08-10 ,2020-08-31 ,      21 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   418.95
 1100 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-08-06 ,2020-08-10 ,2020-09-13 ,      13 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   116.35
 1101 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-08-11 ,2020-08-17 ,2020-09-04 ,      19 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   142.5
 1102 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2020-08-13 ,2020-08-16 ,2020-09-05 ,      30 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   487.5
 1103 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2020-08-17 ,2020-08-19 ,2020-09-13 ,      21 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.88 ,   375.48
 1103 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2020-08-17 ,2020-08-19 ,2020-09-13 ,       9 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   189
 1104 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-08-18 ,2020-08-19 ,2020-08-23 ,      11 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    82.5
 1105 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2020-08-20 ,2020-08-25 ,2020-09-24 ,      20 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   420
 1106 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2020-08-26 ,2020-08-30 ,2020-09-19 ,      11 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   156.75
 1107 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-09-21 ,2020-09-25 ,2020-09-30 ,      11 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,   919.6
 1107 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-09-21 ,2020-09-25 ,2020-09-30 ,      20 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   325
 1108 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-09-24 ,2020-10-01 ,2020-10-07 ,      17 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   242.25
 1109 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-09-24 ,2020-09-26 ,2020-10-14 ,       9 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,   752.4
 1109 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-09-24 ,2020-09-26 ,2020-10-14 ,      17 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   195.5
 1109 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-09-24 ,2020-09-26 ,2020-10-14 ,      22 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   165
 1110 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2020-09-26 ,2020-10-02 ,2020-10-23 ,      13 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   273
 1111 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-09-28 ,2020-10-03 ,2020-10-14 ,      18 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   292.5
 1112 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2020-10-01 ,2020-10-05 ,2020-10-13 ,      14 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.88 ,   250.32
 1113 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2020-10-04 ,2020-10-11 ,2020-10-22 ,      13 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   211.25
 1114 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2020-10-05 ,2020-10-06 ,2020-10-20 ,       9 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    80.55
 1115 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2020-10-05 ,2020-10-10 ,2020-11-01 ,      21 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   496.65
 1115 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2020-10-05 ,2020-10-10 ,2020-11-01 ,      22 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   165
 1115 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2020-10-05 ,2020-10-10 ,2020-11-01 ,      13 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   185.25
 1116 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2020-10-06 ,2020-10-08 ,2020-10-14 ,       6 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    53.7
 1117 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-10-08 ,2020-10-10 ,2020-10-12 ,       5 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    57.5
 1118 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-10-09 ,2020-10-12 ,2020-11-07 ,      19 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   399
 1119 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-10-11 ,2020-10-15 ,2020-11-09 ,       6 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    69
 1120 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2020-10-12 ,2020-10-18 ,2020-11-23 ,       8 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   189.2
 1121 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2020-10-15 ,2020-10-17 ,2020-11-14 ,      23 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   543.95
 1122 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2020-10-17 ,2020-10-20 ,2020-11-13 ,      10 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   142.5
 1123 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2020-10-18 ,2020-10-20 ,2020-11-13 ,      13 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   307.45
 1123 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      803 ,Gerda   ,2020-10-18 ,2020-10-20 ,2020-11-13 ,      10 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   162.5
 1124 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-10-21 ,2020-10-28 ,2020-11-04 ,      23 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   373.75
 1125 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2020-10-23 ,2020-10-25 ,2020-11-06 ,      23 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   205.85
 1126 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2020-10-23 ,2020-10-30 ,2020-11-08 ,      23 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   172.5
 1127 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2020-10-23 ,2020-10-26 ,2020-11-13 ,      19 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,  1588.4
 1128 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-10-27 ,2020-11-01 ,2020-11-10 ,      23 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   483
 1129 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      804 ,Bertha  ,2020-10-31 ,2020-11-05 ,2020-11-22 ,      10 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    89.5
 1130 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-11-01 ,2020-11-07 ,2020-12-04 ,      15 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   134.25
 1130 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-11-01 ,2020-11-07 ,2020-12-04 ,      15 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,17.88 ,   268.2
 1130 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-11-01 ,2020-11-07 ,2020-12-04 ,       5 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    81.25
 1130 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2020-11-01 ,2020-11-07 ,2020-12-04 ,       2 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,    42
 1131 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2020-11-02 ,2020-11-03 ,2020-11-07 ,       5 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    81.25
 1132 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2020-11-08 ,2020-11-11 ,2020-11-16 ,      22 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   438.9
 1133 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2020-11-08 ,2020-11-14 ,2020-12-02 ,      15 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   172.5
 1134 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      802 ,Klaas   ,2020-11-10 ,2020-11-15 ,2020-11-29 ,       6 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,    97.5
 1135 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      806 ,Karel   ,2020-11-11 ,2020-11-17 ,2020-11-28 ,      23 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   264.5
 1136 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      801 ,Herman  ,2020-11-13 ,2020-11-16 ,2020-12-16 ,       5 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,    71.25
 1137 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-11-14 ,2020-11-15 ,2020-11-23 ,       6 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,   501.6
 1138 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-11-17 ,2020-11-22 ,2020-12-02 ,       2 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,    32.5
 1138 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-11-17 ,2020-11-22 ,2020-12-02 ,      12 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   252
 1139 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2020-11-17 ,2020-11-24 ,2020-12-17 ,      22 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   462
 1140 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-11-19 ,2020-11-23 ,2020-11-27 ,      19 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   170.05
 1141 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2020-11-19 ,2020-11-23 ,2020-12-19 ,      21 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   341.25
 1142 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      802 ,Klaas   ,2020-11-24 ,2020-11-28 ,2020-12-14 ,       6 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,    97.5
 1143 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2020-11-24 ,2020-12-01 ,2020-12-27 ,      12 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   171
 1144 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2020-11-27 ,2020-11-29 ,2020-12-08 ,      10 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    75
 1145 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2020-11-28 ,2020-11-30 ,2020-12-08 ,      13 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   116.35
 1146 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-11-30 ,2020-12-04 ,2020-12-23 ,       8 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,   668.8
 1146 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-11-30 ,2020-12-04 ,2020-12-23 ,      14 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,   227.5
 1146 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-11-30 ,2020-12-04 ,2020-12-23 ,      15 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,   112.5
 1147 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2020-12-03 ,2020-12-06 ,2020-12-14 ,       8 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   130
 1148 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2020-12-04 ,2020-12-06 ,2020-12-25 ,       2 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    17.9
 1149 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-12-08 ,2020-12-14 ,2020-12-21 ,       7 ,   409 ,Vruchtenyoghurt Mango         ,dairy products ,16.25 ,   113.75
 1150 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2020-12-08 ,2020-12-10 ,2020-12-31 ,       6 ,   403 ,Vruchtenyoghurt Aardbei       ,dairy products ,16.25 ,    97.5
 1151 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      805 ,Harrie  ,2020-12-09 ,2020-12-16 ,2020-12-26 ,      12 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,  1003.2
 1152 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      803 ,Gerda   ,2020-12-15 ,2020-12-19 ,2021-01-17 ,       6 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,    69
 1153 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-12-15 ,2020-12-16 ,2020-12-29 ,      19 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   270.75
 1154 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-12-15 ,2020-12-18 ,2021-01-16 ,      17 ,   407 ,Zwezerik                      ,luxury food    ,14.25 ,   242.25
 1155 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2020-12-17 ,2020-12-21 ,2021-01-10 ,       7 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    52.5
 1156 ,    18 ,Bocht           ,5798ZK177  ,Laarbeek  ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-12-17 ,2020-12-19 ,2020-12-25 ,      21 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,   187.95
 1157 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2020-12-18 ,2020-12-25 ,2021-01-18 ,      13 ,   402 ,Ganzenlever                   ,luxury food    ,83.6  ,  1086.8
 1158 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2020-12-19 ,2020-12-25 ,2021-01-12 ,       7 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   139.65
 1159 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      806 ,Karel   ,2020-12-20 ,2020-12-24 ,2020-12-31 ,       5 ,   405 ,Magere Kwark                  ,dairy products , 8.95 ,    44.75
 1160 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2020-12-23 ,2020-12-27 ,2021-01-03 ,       5 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   105
 1161 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      803 ,Gerda   ,2020-12-25 ,2020-12-31 ,2021-01-18 ,      18 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   207
 1162 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2020-12-31 ,2021-01-05 ,2021-01-10 ,      17 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   402.05
 1163 ,    12 ,Rademakers      ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-01-03 ,2021-01-04 ,2021-01-22 ,      23 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   458.85
 1164 ,    20 ,Bakermans       ,5631PK10   ,Waalre    ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-01-04 ,2021-01-09 ,2021-02-21 ,      21 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,   418.95
 1165 ,    11 ,Jansen          ,5645KZ1    ,Eindhoven ,REHV   ,      802 ,Klaas ,      801 ,Herman  ,2021-01-04 ,2021-01-08 ,2021-01-19 ,      18 ,   408 ,Soja Chocolademelk Biologisch ,organic food   ,16.95 ,   305.1
 1166 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      801 ,Herman  ,2021-01-06 ,2021-01-08 ,2021-01-25 ,      15 ,   401 ,Kaviaar                       ,luxury food    ,23.65 ,   354.75
 1167 ,    16 ,Velzenmaker     ,5625BT24   ,Eindhoven ,REHV   ,      802 ,Klaas ,      805 ,Harrie  ,2021-01-08 ,2021-01-13 ,2021-02-05 ,      18 ,   410 ,Soja Vanillevla Biologisch    ,organic food   ,21    ,   378
 1168 ,    13 ,Heiden. van der ,5701HT21   ,Helmond   ,RHMD   ,      803 ,Gerda ,      804 ,Bertha  ,2021-01-12 ,2021-01-16 ,2021-02-13 ,       5 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    37.5
 1169 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-01-17 ,2021-01-22 ,2021-02-08 ,       2 ,   411 ,Sojamelk Gezoet Biologisch    ,organic food   ,19.95 ,    39.9
 1170 ,    19 ,Zuur            ,5463KK103  ,Veghel    ,GVGH   ,      806 ,Karel ,      802 ,Klaas   ,2021-01-20 ,2021-01-22 ,2021-02-07 ,      17 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   195.5
 1171 ,    15 ,Boer. de        ,5463ZK1003 ,Veghel    ,GVGH   ,      806 ,Karel ,      804 ,Bertha  ,2021-01-20 ,2021-01-24 ,2021-02-21 ,      18 ,   404 ,Volle Yoghurt                 ,dairy products ,11.5  ,   207
 1172 ,    17 ,Jansen          ,5701TT17   ,Helmond   ,RHMD   ,      803 ,Gerda ,      805 ,Harrie  ,2021-01-21 ,2021-01-23 ,2021-02-11 ,      15 ,   402 ,Ganzenlever                   ,luxury food    ,44    ,   660
 1173 ,    14 ,Kraymans        ,5472ZK103  ,Erp       ,GVGH   ,      806 ,Karel ,      806 ,Karel   ,2021-01-21 ,2021-01-23 ,2021-01-30 ,      11 ,   406 ,Sojamelk Naturel Biologisch   ,organic food   , 7.5  ,    82.5
